embedding_row,sample_id,mode,split,class_name,path,pca_1,pca_2,kmeans_cluster
320,Fracture.62,XPL,test,class10_cemented_fracture,/content/PetroVision-Multimodal/data/raw/XPL/test/class10_cemented_fracture/Fracture.62.jpg,0.05514814,-0.04550015,2
321,Micritic_limestone.10,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.10.jpg,0.25816867,0.26798207,0
322,Micritic_limestone.321,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.321.jpg,0.26899555,0.07246429,0
323,Micritic_limestone.390,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.390.jpg,0.10352014,0.049387842,2
324,Micritic_limestone.407,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.407.jpg,0.0062867124,-0.1344127,2
325,Micritic_limestone.412,XPL,test,class13_micritic_limestone,/content/PetroVision-Multimodal/data/raw/XPL/test/class13_micritic_limestone/Micritic_limestone.412.jpg,0.13652185,-0.020962236,2
326,10,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/10.jpg,0.14421342,0.023253826,2
327,14,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/14.jpg,0.05212556,-0.028400412,2
328,17,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/17.jpg,-0.42487076,-0.010171974,1
329,19,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/19.jpg,-0.44359657,-0.0019074678,1
330,8,XPL,test,class17_oolite,/content/PetroVision-Multimodal/data/raw/XPL/test/class17_oolite/8.jpg,-0.34572336,-0.03155365,1
331,Vug.250,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.250.jpg,-0.01689249,-0.017773295,2
332,Vug.38,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.38.jpg,-0.054848343,-0.05883082,2
333,Vug.711,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.711.jpg,0.24826495,0.02482242,0
334,Vug.811,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.811.jpg,-0.21662018,0.26734596,1
335,Vug.914,XPL,test,class22_pore,/content/PetroVision-Multimodal/data/raw/XPL/test/class22_pore/Vug.914.jpg,-0.117377065,0.2547995,2
